name, version, version_created, version_downloads, homepage, dependencies
sportdb-models, 2.0.3, 2020-10-17, 2093, https://github.com/sportdb/sport.db, persondb-models | worlddb-models
hubba-reports, 1.0.1, 2020-10-16, 1870, https://github.com/rubycoco/git, hubba
hubba, 1.0.0, 2020-10-15, 1887, https://github.com/rubycoco/git, webclient
sportdb-formats, 1.1.6, 2020-10-06, 2166, https://github.com/sportdb/sport.db, rubyzip | sportdb-structs
sportdb-sync, 1.1.3, 2020-09-22, 2200, https://github.com/sportdb/sport.db, sportdb-catalogs | sportdb-models
sportdb-exporters, 0.0.1, 2020-09-21, 1385, https://github.com/sportdb/sport.db, 
date-formats, 1.0.2, 2020-09-15, 2520, https://github.com/sportdb/sport.db, 
fifa, 2020.9.15, 2020-09-15, 2352, https://github.com/sportdb/football.db, sportdb-formats
footballdb-clubs, 2020.9.15, 2020-09-15, 2343, https://github.com/sportdb/football.db, fifa | sportdb-formats
footballdb-leagues, 2020.9.15, 2020-09-15, 2332, https://github.com/sportdb/football.db, fifa | sportdb-formats
score-formats, 0.1.1, 2020-09-15, 2295, https://github.com/sportdb/sport.db, 
gitti-backup, 0.4.1, 2020-09-06, 1972, https://github.com/rubycoco/gitti, gitti
sports, 0.1.1, 2020-08-24, 1319, https://github.com/sportdb/sport.db, sportdb-formats
football, 0.1.0, 2020-08-17, 1395, https://github.com/sportdb/sport.db, sports
sport, 0.1.1, 2020-08-17, 1313, https://github.com/sportdb/sport.db, sports
sportdb-catalogs, 1.0.0, 2020-08-01, 2290, https://github.com/sportdb/sport.db, fifa | footballdb-clubs | footballdb-leagues | sportdb-formats
sportdb-langs, 0.1.1, 2020-08-01, 2322, https://github.com/sportdb/sport.db, logutils
sportdb-readers, 1.1.2, 2020-08-01, 2249, https://github.com/sportdb/sport.db, sportdb-sync
sportdb-config, 1.1.1, 2020-07-07, 1384, https://github.com/sportdb/sport.db, fifa | footballdb-clubs | footballdb-leagues | sportdb-formats
feedparser, 2.2.0, 2020-05-29, 56593, https://github.com/feedparser/feedparser, logutils | textutils
worlddb-models, 2.4.1, 2020-05-19, 2545, https://github.com/worlddb/world.db, activerecord | activerecord-utils | logutils | logutils-activerecord | props | props-activerecord | rubyzip | tagutils | textutils
alphabets, 1.0.0, 2020-05-10, 2889, https://github.com/sportdb/sport.db, 
pluto-feedfetcher, 0.1.6, 2020-03-26, 59428, https://github.com/feedreader/pluto, fetcher | pluto-models
opmlparser, 1.0.1, 2020-03-25, 57809, https://github.com/feedreader/pluto, 
pluto-models, 1.6.2, 2020-03-10, 57892, https://github.com/feedreader/pluto, activerecord | activerecord-utils | activityutils | date-formatter | feedfilter | feedparser | logutils | logutils-activerecord | props | props-activerecord | textutils
pluto-update, 1.6.4, 2020-03-10, 57881, https://github.com/feedreader/pluto, opmlparser | pluto-feedfetcher | pluto-models
barcharts, 0.1.0, 2020-03-06, 1964, https://github.com/feedreader/pluto, 
feedchecker, 0.0.1, 2020-03-02, 1718, https://github.com/feedreader/pluto, 
newsbase, 0.0.1, 2020-03-02, 1671, https://github.com/feedreader/pluto, 
newscast, 1.1.1, 2020-03-02, 1674, https://github.com/feedreader/pluto, pluto-models | pluto-update | sqlite3
pluto-news, 1.1.1, 2020-02-27, 1730, https://github.com/feedreader/pluto, pluto-models | pluto-update | sqlite3
iniparser, 1.0.1, 2020-02-24, 108648, https://github.com/datatxt/iniparser, 
newsweek, 0.0.1, 2020-02-24, 1686, https://github.com/feedreader/planets, 
version-check, 0.1.0, 2020-02-24, 1658, https://github.com/feedreader/pluto, 
rubynews, 0.1.1, 2020-02-21, 1736, https://github.com/planetruby/planet, pluto-news | whatson
pandoc, 0.0.1, 2020-02-18, 2667, https://github.com/texti/pandoc, 
date-formatter, 0.1.1, 2020-02-16, 69217, https://github.com/feedreader/pluto, 
html-template, 1.0.0, 2020-02-16, 1741, https://github.com/feedreader/pluto, 
activerecord-utils, 0.4.1, 2020-02-01, 70580, https://github.com/rubycoco/activerecord-utils, activerecord | logutils
activityutils, 0.1.2, 2020-02-01, 69461, https://github.com/rubycoco/activityutils, logutils
pluto, 1.3.4, 2020-02-01, 68644, https://github.com/feedreader/pluto, gli | pluto-merge | pluto-models | pluto-tasks | pluto-update | sqlite3
datafile, 0.3.1, 2019-11-24, 2688, https://github.com/rubylibs/datafile, fetcher | logutils
wikiscript, 0.3.2, 2019-09-22, 2041, https://github.com/wikiscript/wikiscript, fetcher | logutils
typesig, 0.0.1, 2019-04-21, 2347, https://github.com/s6ruby/typesig, 
typesigs, 0.0.1, 2019-04-21, 2337, https://github.com/s6ruby/typesig, enums | safebool | typesig
bitcoin-script, 0.0.2, 2019-04-13, 1782, https://github.com/openblockchains/programming-bitcoin-script, 
records, 1.0.0, 2019-04-13, 1563, https://github.com/s6ruby/records, 
solidity, 0.0.1, 2019-04-11, 1536, https://github.com/s6ruby/ruby-to-solidity, 
pragmas, 0.0.1, 2019-04-10, 1576, https://github.com/s6ruby/pragmas, 
michelson, 0.1.2, 2019-04-09, 1576, https://github.com/s6ruby/ruby-to-michelson, 
safebool, 1.2.0, 2019-04-05, 42102, https://github.com/s6ruby/safebool, 
enums, 1.4.0, 2019-03-31, 1767, https://github.com/s6ruby/enums, 
safedata, 0.0.1, 2019-03-24, 1548, https://github.com/s6ruby/safedata, enums
safemath, 0.0.1, 2019-03-23, 1594, https://github.com/s6ruby/safemath, 
safestruct, 1.3.0, 2019-03-23, 1604, https://github.com/s6ruby/safestruct, enums
universum, 0.5.1, 2019-03-22, 1550, https://github.com/s6ruby/universum, safestruct | units-money | units-time
units-time, 1.1.0, 2019-03-17, 1589, https://github.com/s6ruby/units-time, 
units-money, 0.1.1, 2019-03-10, 1561, https://github.com/s6ruby/units-money, 
slideshow, 4.1.0, 2019-02-21, 2018, https://github.com/slideshow-s9/slideshow, gli | slideshow-models
slideshow-models, 4.1.0, 2019-02-21, 2233, https://github.com/slideshow-s9/slideshow, activesupport | kramdown | kramdown-parser-gfm | logutils | pakman | props | textutils
copycats, 0.8.1, 2018-12-22, 1975, https://github.com/cryptocopycats/copycats, activerecord | base32-alphabets | csvreader | sqlite3
csvjson, 1.0.1, 2018-11-26, 67693, https://github.com/csvreader/csvjson, 
csvyaml, 1.0.0, 2018-11-26, 67523, https://github.com/csvreader/csvyaml, 
csvutils, 0.3.0, 2018-11-25, 1814, https://github.com/csvreader/csvutils, csvreader
tabreader, 1.0.1, 2018-11-24, 67300, https://github.com/csv11/tabreader, 
csvhuman, 1.1.1, 2018-11-18, 1802, https://github.com/csvreader/csvhuman, csvreader
csvrecord, 0.4.3, 2018-11-03, 5574, https://github.com/csvreader/csvrecord, csvreader | record
record, 1.2.0, 2018-11-03, 5814, https://github.com/rubycoco/record, 
typeconv, 0.0.1, 2018-10-17, 1601, https://github.com/rubycoco/typeconv, 
kramdown-service, 1.0.0, 2018-09-21, 1713, https://github.com/writekit/kramdown-service, kramdown | rouge | sinatra
csvpack, 0.2.0, 2018-08-08, 1921, https://github.com/csv11/csvpack, activerecord | fetcher | logutils
csv11, 0.0.3, 2018-08-04, 2034, https://github.com/csv11/csv11, 
sportweb, 0.3.3, 2018-06-29, 1711, https://github.com/sportdb/sport.db.web, actionpack | actionview | activejob | activemodel | activerecord | activerecord-utils | activesupport | arel | builder | concurrent-ruby | crass | datafile | erubi | fetcher | ffi | globalid | i18n | iniparser | jquery-rails | logutils | logutils-activerecord | loofah | method_source | mini_portile2 | minitest | mustermann | nokogiri | persondb-models | props | props-activerecord | puma | rack | rack-protection | rack-test | rails-dom-testing | rails-html-sanitizer | railties | rake | rb-fsevent | rb-inotify | rubyzip | sass | sass-listen | sass-rails | sinatra | sportdb-admin | sportdb-models | sprockets | sprockets-rails | sqlite3 | tagutils | textutils | thor | thread_safe | tilt | tzinfo | tzinfo-data | worlddb-flags | worlddb-models
feedfinder, 0.2.0, 2018-06-09, 1776, https://github.com/feedparser/feedfinder, textutils
shilling, 0.2.0, 2018-04-03, 1749, https://github.com/bitshilling/bitshilling.tools, blockchain-lite | ledger-lite | sass | sinatra
bitcat, 0.1.0, 2018-03-24, 1975, https://github.com/openblockchains/bitcat, copycats | sass | sinatra
fizzbuzzer, 1.1.1, 2018-01-28, 1887, https://github.com/rubylibs/fizzbuzzer, dry-matcher | noaidi
ledger-lite, 1.1.1, 2018-01-09, 1910, https://github.com/openblockchains/ledger.lite.rb, 
p2p, 0.0.1, 2018-01-07, 1989, https://github.com/openblockchains/peer-to-peer.rb, 
tulipmania, 0.2.0, 2017-12-25, 1793, https://github.com/openblockchains/tulipmania, blockchain-lite | sass | sinatra
almost-sinatra, 1.0.0, 2017-12-05, 2191, https://github.com/rubylibs/almost-sinatra, rack | tilt
pakman, 1.1.0, 2017-11-27, 72866, https://github.com/rubylibs/pakman, fetcher | liquid | logutils
webservice, 0.7.0, 2017-09-10, 2641, https://github.com/rubylibs/webservice, logutils | mustermann | rack
beerdb, 1.2.2, 2017-08-31, 2273, https://github.com/beerkit/beer.db, beerdb-models | beerdb-note | datafile | fetcher | gli | sqlite3 | webservice
worlddb, 2.4.0, 2017-08-31, 2020, https://github.com/worlddb/world.db, datafile | fetcher | gli | sqlite3 | webservice | worlddb-models
beerdb-models, 1.2.0, 2017-08-27, 2312, https://github.com/beerkit/beer.db, worlddb-models
beerdb-note, 0.1.0, 2017-08-27, 2279, https://github.com/beerkit/beer.db, beerdb-models
props-activerecord, 0.2.0, 2017-08-16, 74248, https://github.com/rubylibs/props, activerecord | props
tagutils, 1.0.0, 2017-08-16, 4195, https://github.com/rubylibs/tagutils, activerecord | logutils | props | textutils
officetxt, 0.1.1, 2017-07-24, 1965, https://github.com/officetxt/officetxt, drjekyll | jekyll | jekyll-avatar | jekyll-import | jekyll-octopod | jekyll-planet | journaltxt | kramdown | mrhyde-tools | pluto | quik | rouge | slideshow | word-to-markdown
journaltxt, 1.0.1, 2017-07-21, 2209, https://github.com/journaltxt/journaltxt, 
texti, 0.0.1, 2017-07-15, 1960, https://github.com/texti/texti, 
json-next, 1.2.1, 2017-07-10, 9132, https://github.com/datatxt/json-next, 
props, 1.2.0, 2017-06-29, 133376, https://github.com/rubylibs/props, iniparser
feedtxt, 1.0.1, 2017-06-14, 2126, https://github.com/feedtxt/feedtxt, 
hyperdata, 0.0.1, 2017-06-11, 2033, https://github.com/feedhtml/hyperdata, 
drjekyll, 1.0.1, 2016-11-07, 2389, https://github.com/drjekyllthemes/drjekyll, fetcher | gli | logutils | props | rubyzip
sportdb-admin, 0.4.0, 2016-10-04, 2274, https://github.com/sportdb/sport.db.admin, 
octobook, 0.0.1, 2016-06-05, 3283, https://github.com/octobook/octobook, 
slideshow-service, 0.3.1, 2016-05-11, 2315, https://github.com/slideshow-s9/slideshow-service, liquid | sinatra | slideshow-models
slideshow-templates, 3.0.0, 2016-04-02, 3405, https://github.com/slideshow-s9/slideshow-templates, 
gutenberg, 2.0.1, 2016-03-17, 2450, https://github.com/rubylibs/gutenberg, 
textutils, 1.4.0, 2015-11-28, 148296, https://github.com/textkit/textutils, activesupport | logutils | props | rubyzip
fotos, 0.0.1, 2015-11-22, 2667, https://github.com/rubylibs/fotos, logutils
rsssf, 0.1.0, 2015-09-15, 2749, https://github.com/sportdb/rsssf, fetcher | logutils | textutils
mrhyde-tools, 0.1.1, 2015-08-30, 2804, https://github.com/mrhydescripts/mrhyde, drjekyll | logutils | quik | textutils
persondb-models, 0.5.0, 2015-07-22, 5473, https://github.com/persondb/person.db.models, worlddb-models
rubycat, 0.2.0, 2015-07-01, 2761, https://github.com/textkit/rubycat, catalogdb | fetcher | sqlite3
catalogdb, 0.1.1, 2015-06-30, 3056, https://github.com/textkit/catalog.db, activerecord | logutils | logutils-activerecord | props | props-activerecord | textutils
worlddb-compat, 0.1.1, 2015-06-04, 2873, https://github.com/worlddb/world.db.compat, worlddb-models
dataman, 0.1.0, 2015-04-10, 2991, https://github.com/textkit/dataman, 
bookfile, 0.2.1, 2015-04-02, 3225, https://github.com/hybook/bookfile, fetcher | hybook | logutils | props | rubyzip | textutils
bookman, 0.1.0, 2015-04-02, 3165, https://github.com/hybook/bookman, bookfile | fetcher | hybook | rubyzip
hybook, 0.2.1, 2015-04-02, 2938, https://github.com/hybook/hybook, activesupport | gli | logutils | markdown | props | textutils
fetcher, 0.4.5, 2015-03-31, 84419, https://github.com/rubylibs/fetcher, logutils
logutils-activerecord, 0.2.1, 2015-02-28, 79468, https://github.com/rubylibs/logutils-activerecord, activerecord | logutils
schemadoc, 1.1.0, 2015-02-16, 3445, https://github.com/rubylibs/schemadoc, fetcher | logutils
pluto-tasks, 1.5.3, 2015-02-09, 72633, https://github.com/feedreader/pluto.tasks, pluto-models | pluto-update
dbbrowser, 0.2.0, 2015-02-04, 3279, https://github.com/rubylibs/dbbrowser, activerecord | activerecord-utils | sinatra | textutils
feedfilter, 1.1.1, 2015-01-18, 73390, https://github.com/feedreader/feed.filter, textutils
pluto-admin, 1.0.0, 2015-01-18, 2874, https://github.com/feedreader/pluto.admin, pluto-models | sinatra
preproc, 0.1.0, 2015-01-09, 5749, https://github.com/rubylibs/preproc, fetcher | logutils
feedutils, 0.5.1, 2015-01-06, 3019, https://github.com/rubylibs/feedutils, logutils
pluto-merge, 1.1.0, 2014-12-13, 72774, https://github.com/feedreader/pluto-merge, fetcher | pakman | pluto-models
markdown, 1.2.0, 2014-12-06, 72682, https://github.com/rubylibs/markdown, kramdown | props | textutils
markdown-service, 1.2.0, 2014-12-06, 2943, https://github.com/rubylibs/markdown-service, markdown | sinatra
markdown-tools, 1.2.0, 2014-12-06, 2914, https://github.com/rubylibs/markdown-tools, markdown | markdown-service
logutils-admin, 0.1.0, 2014-12-05, 2888, https://github.com/rubylibs/logutils-admin, activerecord | logutils | logutils-activerecord | sinatra
persondb, 0.4.0, 2014-12-05, 3153, https://github.com/persondb/person.db.ruby, activerecord | activerecord-utils | logutils | props | tagutils | textutils | worlddb-models
logutils, 0.6.1, 2014-12-04, 169324, https://github.com/rubylibs/logutils, 
sportdb-update, 0.1.1, 2014-11-22, 4908, https://github.com/sportdb/sport.db.update.ruby, 
beerdb-admin, 0.1.2, 2014-11-13, 3416, https://github.com/beerkit/beer.db.admin, 
beerdb-service, 0.0.1, 2014-10-13, 3426, https://github.com/beerkit/beer.db.service.ruby, 
worldlite, 0.0.4, 2014-08-21, 3203, https://github.com/worlddb/world.lite.ruby, 
sportdb-keys, 0.0.1, 2014-08-10, 3448, https://github.com/sportdb/sport.db.keys.ruby, 
racingdb, 0.0.1, 2014-07-31, 2976, https://github.com/sportdb/racing.db.ruby, 
footballdb, 0.0.1, 2014-07-30, 3241, https://github.com/sportdb/football.db.stats, 
sportdb-play, 0.2.5, 2014-07-16, 3430, https://github.com/openbookie/sport.db.play, 
linkto, 0.1.1, 2014-03-16, 3107, https://github.com/rubylibs/linkto, logutils
winedb, 0.1.6, 2014-03-06, 3253, https://github.com/geraldb/wine.db.ruby, activerecord | gli | persondb | worlddb
sportdb-market, 0.5.1, 2014-02-18, 3691, https://github.com/openbookie/sport.db.market, 
upman, 0.0.1, 2013-10-30, 3251, https://github.com/webstart/upman, 
about, 0.1.0, 2013-10-12, 6856, https://github.com/rubylibs/about, logutils | textutils
worlddb-admin, 0.1.1, 2013-08-18, 3851, https://github.com/geraldb/world.db.admin, 
beerdb-labels, 0.1.0, 2013-08-10, 3969, https://github.com/geraldb/beer.db.labels, 
sportdb-logos, 0.1.0, 2013-08-10, 3302, https://github.com/geraldb/sport.db.logos, 
worlddb-flags, 0.1.0, 2013-03-13, 4189, https://github.com/geraldb/world.db.flags, 
worlddb-service, 0.1.0, 2013-03-03, 3449, https://github.com/geraldb/world.db.api, sinatra
activerecord-importer, 0.3.1, 2012-12-05, 7524, https://github.com/geraldb/activerecord-importer, activerecord-import
manman, 0.2.0, 2012-10-25, 3592, http://geraldb.github.com/manman, 
hellohoe, 0.3, 2012-10-20, 3787, https://github.com/geraldb/hellohoe, 
ostructer, 0.1, 2011-09-11, 3935, http://github.com/geraldb/ostructer, xml-simple
